6,-0.6,-1.41592759319
-7,-2.0,8.09231799539
-7,-0.7,5.00135989763
-8,-0.6,5.12849696694
1,-1.0,-0.346899838507
-9,-0.4,5.22373149478
-10,-2.1,10.5099685336
8,-1.8,-7.37655889447
-7,-0.8,4.68003686653
5,-1.5,-4.07543256428
-14,-1.0,7.51125302387
-13,-0.8,6.41514156727
-12,-1.5,8.87616345487
-12,-0.5,5.1561858986
9,-0.6,-2.55737858453
-12,-1.8,10.4573966021
2,-1.7,-1.54837244484
-12,-2.1,13.0236737738
-12,-1.5,8.72473983735
10,-0.9,-4.90029432573
1,-0.1,0.00710786400969
-12,-1.7,9.68284490538
-2,-0.7,1.15146652288
-4,-0.4,2.09578147896
-4,-0.8,2.60569385532
4,-1.2,-2.50116440886
-8,-0.8,4.05628589369
-6,-1.9,5.51080945161
8,-1.2,-5.28228228644
4,-1.3,-2.91649377795
-13,-2.1,13.805760826
1,-0.2,-0.0157821951225
-6,-0.7,3.15809302409
-13,-0.4,4.53774281018
-5,-1.9,4.96827561752
-5,-1.4,3.62767533039
-3,-0.4,1.36842716058
15,-0.9,-7.38141935362
9,-0.1,1.33284403595
-2,-1.0,1.34300111926
1,-0.1,0.0724855087852
-2,-1.9,2.21267385132
-8,-0.7,3.94808588767
6,-1.2,-4.11576858778
-8,-1.8,7.35386216648
2,-0.1,0.072146267053
10,-2.1,-10.6038545194
-1,-1.1,1.00638217766
-11,-0.4,3.75625242063
-12,-1.2,7.39023438334
-14,-0.6,5.49719385903
-5,-1.2,3.47675961948
12,-0.3,-0.414274804292
6,-1.8,-5.85539557963
-8,-1.3,5.60389230336
-10,-0.8,4.62302937614
-7,-1.4,5.25539836674
12,-0.5,-2.35402899825
5,-1.9,-5.21756321029
-13,-1.1,7.11080504812
-4,-1.3,3.29229820954
-4,-0.9,2.5941980564
14,-1.5,-11.7320412673
-8,-2.0,8.1649618148
-7,-1.1,4.27749867328
6,-1.2,-4.25553183758
-8,-2.0,8.21956555875
8,-1.7,-7.3944857079
9,-1.4,-7.41587962046
-2,-0.3,0.775225109073
8,-2.0,-8.15244464592
8,-1.5,-6.62346797336
-13,-1.6,9.80657492652
-14,-0.8,6.18410906703
6,-2.0,-6.49697874004
8,-0.7,-2.93629750644
-1,-0.5,0.595669013631
-15,-1.7,11.8168819953
-14,-1.5,10.0872088309
15,-1.3,-11.5341123489
-11,-1.7,8.81870522148
2,-0.9,-1.03668995148
-10,-0.5,3.54963699575
2,-0.2,-0.122869772345
-8,-0.3,2.68754048617
15,-0.1,1.66444433847
-3,-1.0,1.89702932324
-3,-1.3,2.42087259937
-4,-1.1,2.83708598817
-7,-0.3,2.52777695646
